#,separator,Bar,BPM,time_unit (s),Rel_timestemp (s),label,continuous
631,1,39,129,0.1163,76.8883,0,0
632,1,39,129,0.1163,77.0046,3,0
633,1,39,129,0.1163,77.1209,0,0
634,1,39,129,0.1163,77.2372,0,0
635,1,39,129,0.1163,77.3534,3,0
636,1,39,129,0.1163,77.4697,0,0
637,1,39,129,0.1163,77.5860,0,0
638,1,39,129,0.1163,77.7023,0,0
639,1,39,129,0.1163,77.8186,0,0
640,0,40,129,0.1163,77.9348,1,0
641,0,40,129,0.1163,78.0511,0,0
642,0,40,129,0.1163,78.1674,0,0
643,0,40,129,0.1163,78.2837,0,0
644,0,40,129,0.1163,78.4000,2,0
645,0,40,129,0.1163,78.5162,0,0
646,0,40,129,0.1163,78.6325,0,0
647,0,40,129,0.1163,78.7488,0,0
648,0,40,129,0.1163,78.8651,1,0
649,0,40,129,0.1163,78.9813,0,0
650,0,40,129,0.1163,79.0976,0,0
651,0,40,129,0.1163,79.2139,1,0
652,0,40,129,0.1163,79.3302,0,0
653,0,40,129,0.1163,79.4465,0,0
654,0,40,129,0.1163,79.5627,1,0
655,0,40,129,0.1163,79.6790,0,0
656,1,41,129,0.1163,79.7953,1,0
657,1,41,129,0.1163,79.9116,0,0
658,1,41,129,0.1163,80.0279,1,0
659,1,41,129,0.1163,80.1441,0,0
660,1,41,129,0.1163,80.2604,2,0
661,1,41,129,0.1163,80.3767,0,0
662,1,41,129,0.1163,80.4930,2,0
663,1,41,129,0.1163,80.6093,0,0
664,1,41,129,0.1163,80.7255,1,0
665,1,41,129,0.1163,80.8418,1,0
666,1,41,129,0.1163,80.9581,0,0
667,1,41,129,0.1163,81.0744,3,0
668,1,41,129,0.1163,81.1907,0,0
669,1,41,129,0.1163,81.3069,0,0
670,1,41,129,0.1163,81.4232,0,0
671,1,41,129,0.1163,81.5395,0,0
672,0,42,129,0.1163,81.6558,1,0
673,0,42,129,0.1163,81.7720,0,0
674,0,42,129,0.1163,81.8883,0,0
675,0,42,129,0.1163,82.0046,0,0
676,0,42,129,0.1163,82.1209,2,0
677,0,42,129,0.1163,82.2372,0,0
678,0,42,129,0.1163,82.3534,0,0
679,0,42,129,0.1163,82.4697,0,0
680,0,42,129,0.1163,82.5860,1,0
681,0,42,129,0.1163,82.7023,0,0
682,0,42,129,0.1163,82.8186,0,0
683,0,42,129,0.1163,82.9348,1,0
684,0,42,129,0.1163,83.0511,0,0
685,0,42,129,0.1163,83.1674,0,0
686,0,42,129,0.1163,83.2837,1,0
687,0,42,129,0.1163,83.4000,0,0
688,1,43,129,0.1163,83.5162,1,0
689,1,43,129,0.1163,83.6325,0,0
690,1,43,129,0.1163,83.7488,1,0
691,1,43,129,0.1163,83.8651,0,0
692,1,43,129,0.1163,83.9813,2,0
693,1,43,129,0.1163,84.0976,0,0
694,1,43,129,0.1163,84.2139,2,0
695,1,43,129,0.1163,84.3302,0,0
696,1,43,129,0.1163,84.4465,3,0
697,1,43,129,0.1163,84.5627,0,0
698,1,43,129,0.1163,84.6790,0,0
699,1,43,129,0.1163,84.7953,3,0
700,1,43,129,0.1163,84.9116,0,0
